Player,pcode,IP,Outs,H,HR,BB,HBP,SO,FIP,K/9,BB/9
김기준,53540,3.0,9,2,0,0,0,2,1.87,6.0,0.0
홍건희,61643,3.0,9,4,0,0,0,2,1.87,6.0,0.0
안우진,68341,56.2,170,50,2,18,1,74,2.05,11.75,2.86
이용준,51948,4.0,12,2,0,0,0,2,2.2,4.5,0.0
이종준,50904,3.0,9,1,0,0,1,3,2.2,9.0,0.0
김선기,66018,3.1,10,3,0,1,0,3,2.3,8.1,2.7
김유영,64596,5.1,16,3,0,4,0,8,2.45,13.5,6.75
원종현,76118,30.2,92,33,0,8,0,23,2.48,6.75,2.35
곽빈,68220,101.0,303,89,6,29,4,121,2.56,10.78,2.58
벤자민,52043,79.2,239,78,3,21,1,75,2.64,8.47,2.37
최지광,67421,23.0,69,20,0,7,3,21,2.68,8.22,2.74
류현진,76715,91.2,275,86,4,12,3,72,2.69,7.07,1.18
유토,56348,35.2,107,33,2,9,0,35,2.72,8.83,2.27
조동욱,54768,35.0,105,38,1,11,2,34,2.74,8.74,2.83
이진하,53562,8.2,26,6,0,1,1,5,2.74,5.19,1.04
보쉴리,56036,68.1,205,73,3,15,1,59,2.75,7.77,1.98
원태인,69446,78.0,234,88,3,17,6,70,2.79,8.08,1.96
소형준,50030,65.0,195,73,3,15,3,58,2.85,8.03,2.08
최민석,55268,95.2,287,78,3,38,4,90,3.04,8.47,3.57
전상현,66609,13.2,41,14,1,2,1,12,3.05,7.9,1.32
라일리,55903,67.0,201,61,10,14,0,90,3.08,12.09,1.88
비슬리,56523,89.1,268,98,6,28,9,100,3.08,10.07,2.82
고영표,64001,91.1,274,104,10,12,6,95,3.13,9.36,1.18
곽도규,53609,13.2,41,11,0,6,3,14,3.13,9.22,3.95
올러,55633,103.0,309,67,8,35,6,116,3.15,10.14,3.06
김민준,56840,23.2,71,20,0,12,1,20,3.16,7.61,4.56
김재윤,65062,39.2,119,20,2,18,1,42,3.17,9.53,4.08
김민,68043,44.0,132,44,2,21,2,48,3.18,9.82,4.3
네일,54640,106.1,319,99,5,22,12,84,3.19,7.11,1.86
최지강,52206,15.1,46,21,0,7,3,15,3.2,8.8,4.11
유영찬,50106,13.1,40,5,0,8,0,12,3.2,8.1,5.4
박윤성,53301,3.2,11,3,0,2,0,3,3.2,7.36,4.91
이건욱,64861,23.2,71,20,1,8,1,20,3.2,7.61,3.04
김정우,68830,36.0,108,21,0,12,6,27,3.2,6.75,3.0
윤태호,52202,10.1,31,8,0,6,0,9,3.2,7.84,5.23
로젠버그,55322,30.0,90,37,2,10,3,32,3.23,9.6,3.0
화이트,56724,66.0,198,63,4,13,2,47,3.25,6.41,1.77
스기모토,56011,45.1,136,61,3,9,5,39,3.27,7.74,1.79
조상우,63342,37.1,112,34,1,12,2,25,3.33,6.03,2.89
김태훈,55995,7.1,22,4,0,2,1,4,3.34,4.91,2.45
김시훈,68928,5.0,15,5,0,2,1,4,3.4,7.2,3.6
우강훈,51526,36.1,109,29,3,10,3,35,3.42,8.67,2.48
쿠싱,56760,20.2,62,20,3,6,0,26,3.44,11.32,2.61
이이무라,56503,8.0,24,7,1,1,0,7,3.45,7.88,1.12
웰스,55348,84.0,252,71,7,23,2,72,3.46,7.71,2.46
배동현,51761,78.1,235,97,7,21,2,68,3.51,7.81,2.41
전용주,69047,31.2,95,27,0,21,3,31,3.52,8.81,5.97
김영우,55167,29.1,88,27,2,12,0,26,3.54,7.98,3.68
오원석,50859,73.2,221,93,8,21,1,70,3.61,8.55,2.57
알칸타라,69045,108.0,324,105,15,13,2,98,3.61,8.17,1.08
구창모,65933,92.2,278,87,9,24,3,80,3.61,7.77,2.33
와일스,56334,30.0,90,41,3,3,1,19,3.63,5.7,0.9
전사민,69969,37.0,111,30,1,15,7,31,3.66,7.54,3.65
잭로그,55239,97.2,293,116,11,17,6,83,3.67,7.65,1.57
조병현,51897,33.1,100,23,2,21,3,41,3.68,11.07,5.67
테일러,56966,90.2,272,83,3,38,10,69,3.7,6.85,3.77
정해영,50662,30.1,91,32,2,11,1,23,3.73,6.82,3.26
톨허스트,55130,96.0,288,93,8,28,8,80,3.74,7.5,2.62
최우석,54903,5.1,16,7,0,3,0,3,3.76,5.06,5.06
버하겐,56928,25.0,75,23,2,11,1,24,3.76,8.64,3.96
배제성,65516,32.0,96,30,1,20,1,29,3.76,8.16,5.62
박치국,67266,25.2,77,36,1,11,5,23,3.78,8.06,3.86
성영탁,54610,36.2,110,43,3,13,0,28,3.8,6.87,3.19
화이트,55855,34.1,103,45,2,17,2,31,3.81,8.13,4.46
김성진,51301,32.2,98,41,2,12,2,24,3.81,6.61,3.31
이영하,66291,35.2,107,31,3,21,2,43,3.82,10.85,5.3
홍민규,55267,19.1,58,27,2,7,0,17,3.87,7.91,3.26
후라도,53375,112.0,336,117,11,22,4,73,3.87,5.87,1.77
구승민,63543,6.0,18,7,0,3,1,4,3.87,6.0,4.5
이태양,60768,14.2,44,12,1,4,1,9,3.88,5.52,2.45
로드리게스,56531,92.1,277,89,13,31,4,105,3.89,10.23,3.02
리오스,56146,15.2,47,13,2,5,0,15,3.9,8.62,2.87
이상규,65117,38.0,114,36,3,14,4,33,3.91,7.82,3.32
박세웅,64021,95.1,286,105,10,34,6,91,3.91,8.59,3.21
김진수,51154,36.1,109,37,3,11,0,23,3.92,5.7,2.72
이민우,65616,37.2,113,37,1,12,4,17,3.92,4.06,2.87
이준혁,52992,20.2,62,19,0,13,4,18,3.93,7.84,5.66
최주형,56215,6.2,20,4,0,7,0,8,3.95,10.8,9.45
이병헌,52204,30.2,92,41,2,15,2,27,3.95,7.92,4.4
박시원,55121,17.0,51,21,0,8,3,10,3.96,5.29,4.24
임정호,63959,10.1,31,11,1,4,1,10,3.97,8.71,3.48
김원중,62528,37.0,111,31,2,17,2,27,3.98,6.57,4.14
오러클린,56464,86.0,258,83,7,39,10,85,3.99,8.9,4.08
양창섭,68415,64.2,194,67,7,19,3,53,3.99,7.38,2.64
임찬규,61101,99.1,298,115,7,28,3,53,3.99,4.8,2.54
이민석,52530,38.1,115,45,2,19,2,29,4.01,6.81,4.46
박영현,52060,40.0,120,30,4,19,0,38,4.03,8.55,4.28
장재혁,50641,6.0,18,6,0,5,0,5,4.03,7.5,7.5
왕옌청,56719,90.0,270,92,7,38,7,75,4.04,7.5,3.8
현도훈,68260,32.2,98,28,1,17,2,21,4.06,5.79,4.68
김택연,54263,25.1,76,17,3,13,0,28,4.07,9.95,4.62
최원태,65320,79.2,239,93,8,33,3,71,4.08,8.02,3.73
김진욱,51516,94.2,284,87,11,27,4,76,4.09,7.23,2.57
한두솔,68092,27.1,82,33,2,8,5,20,4.11,6.59,2.63
박준현,56318,49.1,148,44,2,37,1,47,4.13,8.57,6.75
나균안,67539,96.2,290,107,13,29,2,84,4.17,7.82,2.7
김강현,65522,18.1,55,14,0,12,0,9,4.18,4.42,5.89
토다,56911,81.2,245,93,10,28,1,68,4.19,7.49,3.09
최준용,50556,39.2,119,36,4,18,2,36,4.21,8.17,4.08
김민수,65048,38.0,114,45,4,17,1,33,4.25,7.82,4.03
박정훈,55394,48.2,146,47,2,29,6,40,4.25,7.4,5.36
김백산,55420,5.2,17,2,0,4,0,3,4.26,4.76,6.35
이승헌,68529,4.2,14,6,0,3,0,2,4.27,3.86,5.79
이승민,50464,40.0,120,34,2,23,2,29,4.28,6.53,5.17
손주영,67143,27.2,83,23,2,18,2,28,4.28,9.11,5.86
타케다,56823,66.0,198,94,6,33,2,55,4.31,7.5,4.5
하영민,64350,70.1,211,60,7,31,4,59,4.31,7.55,3.97
윤석원,52395,8.0,24,12,1,2,0,5,4.33,5.62,2.25
송승기,51111,49.1,148,61,7,15,0,40,4.34,7.3,2.74
한승혁,61666,34.1,103,39,4,22,0,39,4.37,10.22,5.77
권민규,55764,9.1,28,13,1,4,0,7,4.38,6.75,3.86
김진성,75867,39.2,119,44,4,16,1,28,4.38,6.35,3.63
김명신,67246,3.1,10,5,0,1,1,1,4.4,2.7,2.7
김태훈,62360,18.0,54,12,2,4,2,11,4.42,5.5,2.0
우규민,73117,25.2,77,33,3,4,1,11,4.45,3.86,1.4
장현식,63950,48.2,146,50,6,18,1,37,4.45,6.84,3.33
박상원,67703,31.2,95,40,5,13,2,35,4.46,9.95,3.69
사우어,56032,100.1,301,99,8,43,12,71,4.47,6.37,3.86
이승현,60146,30.2,92,35,4,12,0,24,4.5,7.04,3.52
양재훈,55215,23.2,71,27,3,14,4,31,4.51,11.79,5.32
김범수,65769,33.0,99,35,2,26,2,33,4.53,9.0,7.09
이준기,51702,3.0,9,4,0,2,0,1,4.53,3.0,6.0
주권,65060,35.1,106,37,2,13,2,12,4.53,3.06,3.31
손동현,69041,35.0,105,32,3,18,2,26,4.54,6.69,4.63
정동윤,66858,6.2,20,2,0,6,1,6,4.55,8.1,8.1
이상동,69054,13.0,39,11,2,4,0,10,4.58,6.92,2.77
임지민,52902,41.0,123,31,7,20,2,50,4.59,10.98,4.39
서진용,61895,7.0,21,8,1,3,0,6,4.63,7.71,3.86
배재환,64995,30.0,90,34,5,11,1,29,4.63,8.7,3.3
에르난데스,56712,80.2,242,83,10,30,3,56,4.65,6.25,3.35
정철원,68242,26.0,78,30,3,12,1,20,4.66,6.92,4.15
박지한,69994,3.1,10,1,0,4,1,5,4.7,13.5,10.8
엄상백,65056,4.0,12,12,0,1,1,0,4.7,0.0,2.25
치리노스,55146,33.1,100,47,4,14,4,28,4.7,7.56,3.78
황준서,54729,25.0,75,27,2,19,1,24,4.72,8.64,6.84
윤성빈,67588,5.2,17,4,0,7,0,6,4.79,9.53,11.12
임기영,62754,35.2,107,37,5,9,3,22,4.8,5.55,2.27
이준우,55301,8.0,24,12,0,8,1,7,4.83,7.88,9.0
정우주,55743,38.2,116,42,3,30,6,42,4.83,9.78,6.98
김준원,54910,9.2,29,7,1,7,2,12,4.86,11.17,6.52
최준호,53259,24.2,74,23,4,13,1,26,4.9,9.49,4.74
박정민,56536,37.1,112,24,4,30,2,42,4.91,10.12,7.23
이정용,69134,46.2,140,70,4,21,3,22,4.91,4.24,4.05
타무라,56218,17.0,51,28,3,5,1,14,4.91,7.41,2.65
박진형,63512,24.1,73,31,2,14,4,19,4.93,7.03,5.18
배재준,63145,22.0,66,28,2,14,4,21,4.93,8.59,5.73
신영우,53919,17.0,51,6,1,21,2,26,4.96,13.76,11.12
박신지,68249,25.0,75,27,3,12,2,18,5.0,6.48,4.32
박지성,56337,25.2,77,27,5,8,0,21,5.03,7.36,2.81
시라카와,54843,27.2,83,24,3,17,1,21,5.04,6.83,5.53
박준우,54503,16.1,49,25,2,6,2,10,5.04,5.51,3.31
문동주,52701,24.1,73,27,3,11,3,18,5.05,6.66,4.07
문승원,62869,39.0,117,32,3,18,5,18,5.05,4.15,4.15
최민준,68856,66.0,198,69,10,31,4,54,5.12,7.36,4.23
해치,56855,23.1,70,33,4,10,1,20,5.13,7.71,3.86
김윤식,50157,21.2,65,20,1,16,3,14,5.14,5.82,6.65
이형범,62951,22.2,68,22,3,11,2,17,5.14,6.75,4.37
함덕주,63248,30.0,90,33,4,10,3,16,5.17,4.8,3.0
손주환,54904,12.2,38,17,2,9,0,14,5.17,9.95,6.39
김영규,68900,21.2,65,26,2,18,1,20,5.18,8.31,7.48
최승용,51264,70.2,212,86,10,29,3,43,5.18,5.48,3.69
베니지아노,56841,85.0,255,101,15,32,10,75,5.21,7.94,3.39
이로운,53892,37.1,112,37,6,22,0,34,5.24,8.2,5.3
강재민,50705,7.2,23,9,0,6,2,4,5.29,4.7,7.04
한재승,51994,34.0,102,28,4,18,3,22,5.29,5.82,4.76
장찬희,56460,55.2,167,49,9,25,4,43,5.32,6.95,4.04
원종해,54906,13.2,41,14,1,6,6,10,5.32,6.59,3.95
양현종,77637,81.2,245,78,12,39,1,51,5.33,5.62,4.3
쿄야마,56548,12.2,38,15,2,11,0,16,5.33,11.37,7.82
로건,55912,22.0,66,24,4,7,0,13,5.34,5.32,2.86
황동하,52641,73.0,219,68,12,31,3,50,5.36,6.16,3.82
최지민,52639,32.0,96,50,6,11,4,27,5.36,7.59,3.09
조영건,69360,24.0,72,31,4,7,4,16,5.41,6.0,2.62
오석주,67116,25.2,77,30,2,20,3,19,5.42,6.66,7.01
박시후,50812,33.2,101,37,6,15,4,30,5.43,8.02,4.01
윤산흠,69213,21.2,65,21,3,13,1,16,5.46,6.65,5.4
김건우,51867,85.1,256,96,12,49,6,63,5.49,6.64,5.17
박준영,52731,34.1,103,33,4,26,4,31,5.53,8.13,6.82
플렉센,50234,10.0,30,5,1,7,2,8,5.6,7.2,6.3
김동주,51230,12.0,36,10,3,6,0,14,5.62,10.5,4.5
홍민기,50596,5.2,17,10,0,6,4,8,5.67,12.71,9.53
장유호,69645,13.2,41,10,2,7,1,8,5.69,5.27,4.61
백승건,69839,14.0,42,15,1,14,0,10,5.7,6.43,9.0
김태경,50992,36.1,109,39,6,21,3,29,5.73,7.18,5.2
신민혁,68902,35.2,107,32,6,13,3,17,5.78,4.29,3.28
김윤하,54319,12.0,36,14,3,4,0,10,5.78,7.5,3.0
김종수,63765,17.2,53,23,3,11,2,16,5.8,8.15,5.6
장지훈,51895,17.1,52,21,3,6,2,9,5.8,4.67,3.12
이용찬,77211,26.0,78,25,7,8,2,26,5.85,9.0,2.77
김연주,54368,3.1,10,5,0,4,1,3,5.9,8.1,10.8
하준영,68639,6.2,20,5,1,7,0,8,5.9,10.8,9.45
김태형,55610,48.2,146,60,9,22,3,29,5.95,5.36,4.07
김건국,76225,5.2,17,6,1,5,0,6,6.02,9.53,7.94
박준영,56709,40.1,121,33,8,18,6,31,6.03,6.92,4.02
타카다,56212,13.1,40,18,1,11,4,10,6.05,6.75,7.42
김진호,67954,32.0,96,27,4,31,0,26,6.11,7.31,8.72
전영준,52809,31.0,93,31,7,20,4,36,6.14,10.45,5.81
노경은,73211,36.1,109,40,9,14,2,26,6.31,6.44,3.47
박정수,65639,7.0,21,7,1,5,0,3,6.34,3.86,6.43
최이준,68036,13.0,39,12,2,11,0,9,6.35,6.23,7.62
정현우,55313,5.0,15,5,1,3,0,3,6.4,5.4,5.4
육선엽,54404,4.2,14,2,1,3,1,5,6.41,9.64,5.79
강건우,56769,13.1,40,25,2,12,1,11,6.42,7.42,8.1
미야지,56415,31.1,94,27,5,26,6,30,6.42,8.62,7.47
백정현,77446,22.1,67,22,6,8,0,15,6.42,6.04,3.22
백승현,65109,7.0,21,10,2,5,0,9,6.49,11.57,6.43
류진욱,65949,25.0,75,37,7,10,4,24,6.6,8.64,3.6
김서준,55359,16.0,48,14,4,12,1,18,6.64,10.12,6.75
김재웅,67391,21.1,64,27,5,9,0,9,6.67,3.8,3.8
이재희,51460,9.2,29,7,1,9,4,9,6.72,8.38,8.38
정세영,55377,14.2,44,24,3,6,1,4,6.75,2.45,3.68
이기순,52868,10.1,31,14,0,16,3,10,6.78,8.71,13.94
이의리,51648,35.1,106,41,8,33,1,39,6.82,9.93,8.41
최용준,50650,11.0,33,12,2,8,2,8,6.84,6.55,6.55
송명기,69962,7.1,22,9,2,7,0,10,6.88,12.27,8.59
정다훈,56345,12.1,37,15,2,9,1,5,6.93,3.65,6.57
배찬승,55455,30.1,91,27,5,29,4,25,6.96,7.42,8.6
이우찬,61145,4.2,14,10,1,5,0,5,7.06,9.64,9.64
문용익,67419,8.1,25,14,2,7,0,7,7.16,7.56,7.56
김동규,53164,3.0,9,5,0,6,1,4,7.53,12.0,18.0
이상영,69168,4.1,13,11,1,3,0,1,7.82,2.08,6.23
긴지로,56800,16.0,48,18,5,14,1,18,7.83,10.12,7.88
김도현,52844,7.0,21,7,1,10,0,5,7.91,6.43,12.86
원종혁,54702,7.0,21,14,1,8,1,3,8.06,3.86,10.29
이승현,51454,12.2,38,20,3,12,1,8,8.09,5.68,8.53
김도빈,54705,5.2,17,5,0,12,2,7,8.14,11.12,19.06
한차현,51058,6.1,19,15,3,2,0,6,8.41,8.53,2.84
성동현,68159,5.2,17,10,2,4,1,5,8.67,7.94,6.35
전준표,54362,8.2,26,12,1,14,3,8,8.74,8.31,14.54
최원준,67263,3.0,9,2,1,2,0,1,8.87,3.0,6.0
김정운,53029,6.0,18,8,2,5,1,4,9.2,6.0,7.5
정현수,54537,5.0,15,9,2,4,1,4,9.8,7.2,7.2
김서현,53754,9.2,29,10,1,18,4,7,9.92,6.52,16.76
목지훈,53973,8.0,24,12,3,8,1,6,9.95,6.75,9.0
지현,56633,4.0,12,6,2,3,0,1,11.45,2.25,6.75
